sku_w_pkg,cycle_month,forecasted_month,forecast
DE_APT_PF_JB_2,2017-11,2018-04,64.54
DE_APT_PF_JB_2,2017-11,2018-05,63.1
DE_APT_PF_JB_2,2017-11,2018-06,58.1
DE_APT_PF_JB_2,2017-11,2018-07,50.63
DE_APT_PF_JB_2,2017-11,2018-08,50.63
DE_APT_PF_JB_2,2017-11,2018-09,50.63
DE_APT_PF_JB_2,2017-11,2018-10,50.63
DE_APT_PF_JB_2,2017-11,2018-11,67.98
DE_APT_PF_JB_2,2017-11,2018-12,50.63
DE_APT_PF_JB_2,2017-11,2019-01,48.2
DE_APT_PF_JB_2,2017-11,2019-02,43.96
DE_APT_PF_JB_2,2017-11,2019-03,55.7
DE_APT_PF_JB_2,2017-11,2019-04,52.08
DE_APT_PF_JB_2,2017-11,2019-05,50.63
DE_APT_PF_JB_2,2017-11,2019-06,55.7
DE_APT_PF_JB_2,2017-11,2019-07,50.63
DE_APT_PF_JB_2,2017-11,2019-08,50.63
DE_APT_PF_JB_2,2017-11,2019-09,50.63
DE_APT_PF_JB_2,2017-11,2019-10,50.63
DE_APT_PF_JB_2,2017-11,2019-11,58.38
DE_APT_PF_JB_2,2017-11,2019-12,50.63
DE_APT_PF_JB_2,2017-12,2017-12,1.02
DE_APT_PF_JB_2,2017-12,2018-01,26.85
DE_APT_PF_JB_2,2017-12,2018-02,34.15
DE_APT_PF_JB_2,2017-12,2018-03,64.25
DE_APT_PF_JB_2,2017-12,2018-04,66.35
DE_APT_PF_JB_2,2017-12,2018-05,72.59
DE_APT_PF_JB_2,2017-12,2018-06,79.85
DE_APT_PF_JB_2,2017-12,2018-07,72.59
DE_APT_PF_JB_2,2017-12,2018-08,72.59
DE_APT_PF_JB_2,2017-12,2018-09,72.59
DE_APT_PF_JB_2,2017-12,2018-10,72.59
DE_APT_PF_JB_2,2017-12,2018-11,81.86
DE_APT_PF_JB_2,2017-12,2018-12,72.59
DE_APT_PF_JB_2,2017-12,2019-01,72.59
DE_APT_PF_JB_2,2017-12,2019-02,46.59
DE_APT_PF_JB_2,2017-12,2019-03,79.85
DE_APT_PF_JB_2,2017-12,2019-04,72.59
DE_APT_PF_JB_2,2017-12,2019-05,72.59
DE_APT_PF_JB_2,2017-12,2019-06,79.85
DE_APT_PF_JB_2,2017-12,2019-07,72.59
DE_APT_PF_JB_2,2017-12,2019-08,72.59
DE_APT_PF_JB_2,2017-12,2019-09,72.59
DE_APT_PF_JB_2,2017-12,2019-10,72.59
DE_APT_PF_JB_2,2017-12,2019-11,81.86
DE_APT_PF_JB_2,2017-12,2019-12,72.59
DE_APT_PF_JB_2,2018-01,2018-01,26.85
DE_APT_PF_JB_2,2018-01,2018-02,34.15
DE_APT_PF_JB_2,2018-01,2018-03,64.25
DE_APT_PF_JB_2,2018-01,2018-04,66.35
DE_APT_PF_JB_2,2018-01,2018-05,72.59
DE_APT_PF_JB_2,2018-01,2018-06,79.85
DE_APT_PF_JB_2,2018-01,2018-07,72.59
DE_APT_PF_JB_2,2018-01,2018-08,72.59
DE_APT_PF_JB_2,2018-01,2018-09,72.59
DE_APT_PF_JB_2,2018-01,2018-10,72.59
DE_APT_PF_JB_2,2018-01,2018-11,81.86
DE_APT_PF_JB_2,2018-01,2018-12,72.59
DE_APT_PF_JB_2,2018-01,2019-01,50.75
DE_APT_PF_JB_2,2018-01,2019-02,37.23
DE_APT_PF_JB_2,2018-01,2019-03,64.25
DE_APT_PF_JB_2,2018-01,2019-04,66.35
DE_APT_PF_JB_2,2018-01,2019-05,72.59
DE_APT_PF_JB_2,2018-01,2019-06,79.85
DE_APT_PF_JB_2,2018-01,2019-07,72.59
DE_APT_PF_JB_2,2018-01,2019-08,72.59
DE_APT_PF_JB_2,2018-01,2019-09,72.59
DE_APT_PF_JB_2,2018-01,2019-10,72.59
DE_APT_PF_JB_2,2018-01,2019-11,81.86
DE_APT_PF_JB_2,2018-01,2019-12,72.59
DE_APT_PF_JB_2,2018-02,2018-02,30.79
DE_APT_PF_JB_2,2018-02,2018-03,26.12
DE_APT_PF_JB_2,2018-02,2018-04,36.76
DE_APT_PF_JB_2,2018-02,2018-05,38.55
DE_APT_PF_JB_2,2018-02,2018-06,80.09
DE_APT_PF_JB_2,2018-02,2018-07,72.81
DE_APT_PF_JB_2,2018-02,2018-08,72.81
DE_APT_PF_JB_2,2018-02,2018-09,72.81
DE_APT_PF_JB_2,2018-02,2018-10,72.81
DE_APT_PF_JB_2,2018-02,2018-11,81.75
DE_APT_PF_JB_2,2018-02,2018-12,72.81
DE_APT_PF_JB_2,2018-02,2019-01,50.97
DE_APT_PF_JB_2,2018-02,2019-02,37.03
DE_APT_PF_JB_2,2018-02,2019-03,64.49
DE_APT_PF_JB_2,2018-02,2019-04,66.57
DE_APT_PF_JB_2,2018-02,2019-05,72.81
DE_APT_PF_JB_2,2018-02,2019-06,80.09
DE_APT_PF_JB_2,2018-02,2019-07,72.81
DE_APT_PF_JB_2,2018-02,2019-08,72.81
DE_APT_PF_JB_2,2018-02,2019-09,72.81
DE_APT_PF_JB_2,2018-02,2019-10,72.81
DE_APT_PF_JB_2,2018-02,2019-11,81.75
DE_APT_PF_JB_2,2018-02,2019-12,72.81
DE_APT_PF_JB_2,2018-03,2018-03,20.6
DE_APT_PF_JB_2,2018-03,2018-04,67.13
DE_APT_PF_JB_2,2018-03,2018-05,38.29
DE_APT_PF_JB_2,2018-03,2018-06,46.39
DE_APT_PF_JB_2,2018-03,2018-07,42.17
DE_APT_PF_JB_2,2018-03,2018-08,45.55
DE_APT_PF_JB_2,2018-03,2018-09,73.37
DE_APT_PF_JB_2,2018-03,2018-10,73.37
DE_APT_PF_JB_2,2018-03,2018-11,82.42
DE_APT_PF_JB_2,2018-03,2018-12,73.37
DE_APT_PF_JB_2,2018-03,2019-01,51.53
DE_APT_PF_JB_2,2018-03,2019-02,37.48
DE_APT_PF_JB_2,2018-03,2019-03,65.11
DE_APT_PF_JB_2,2018-03,2019-04,67.13
DE_APT_PF_JB_2,2018-03,2019-05,73.37
DE_APT_PF_JB_2,2018-03,2019-06,80.71
DE_APT_PF_JB_2,2018-03,2019-07,73.37
DE_APT_PF_JB_2,2018-03,2019-08,73.37
DE_APT_PF_JB_2,2018-03,2019-09,73.37
DE_APT_PF_JB_2,2018-03,2019-10,73.37
DE_APT_PF_JB_2,2018-03,2019-11,82.42
DE_APT_PF_JB_2,2018-03,2019-12,73.37
DE_APT_PF_JB_2,2018-04,2018-04,20.09
DE_APT_PF_JB_2,2018-04,2018-05,14.72
DE_APT_PF_JB_2,2018-04,2018-06,31.03
DE_APT_PF_JB_2,2018-04,2018-07,40.01
DE_APT_PF_JB_2,2018-04,2018-08,43.39
DE_APT_PF_JB_2,2018-04,2018-09,71.21
DE_APT_PF_JB_2,2018-04,2018-10,71.21
DE_APT_PF_JB_2,2018-04,2018-11,81.49
DE_APT_PF_JB_2,2018-04,2018-12,71.21
DE_APT_PF_JB_2,2018-04,2019-01,49.37
DE_APT_PF_JB_2,2018-04,2019-02,37.41
DE_APT_PF_JB_2,2018-04,2019-03,62.73
DE_APT_PF_JB_2,2018-04,2019-04,64.97
DE_APT_PF_JB_2,2018-04,2019-05,71.21
DE_APT_PF_JB_2,2018-04,2019-06,78.33
DE_APT_PF_JB_2,2018-04,2019-07,71.21
DE_APT_PF_JB_2,2018-04,2019-08,71.21
DE_APT_PF_JB_2,2018-04,2019-09,71.21
DE_APT_PF_JB_2,2018-04,2019-10,71.21
DE_APT_PF_JB_2,2018-04,2019-11,81.49
DE_APT_PF_JB_2,2018-04,2019-12,71.21
DE_APT_PF_JB_2,2018-05,2018-05,34.23
DE_APT_PF_JB_2,2018-05,2018-06,44.64
DE_APT_PF_JB_2,2018-05,2018-07,38.2
DE_APT_PF_JB_2,2018-05,2018-08,41.59
DE_APT_PF_JB_2,2018-05,2018-09,69.4
DE_APT_PF_JB_2,2018-05,2018-10,69.4
DE_APT_PF_JB_2,2018-05,2018-11,79.46
DE_APT_PF_JB_2,2018-05,2018-12,69.4
DE_APT_PF_JB_2,2018-05,2019-01,47.56
DE_APT_PF_JB_2,2018-05,2019-02,36.1
DE_APT_PF_JB_2,2018-05,2019-03,60.74
DE_APT_PF_JB_2,2018-05,2019-04,63.16
DE_APT_PF_JB_2,2018-05,2019-05,69.4
DE_APT_PF_JB_2,2018-05,2019-06,76.34
DE_APT_PF_JB_2,2018-05,2019-07,69.4
DE_APT_PF_JB_2,2018-05,2019-08,69.4
DE_APT_PF_JB_2,2018-05,2019-09,69.4
DE_APT_PF_JB_2,2018-05,2019-10,69.4
DE_APT_PF_JB_2,2018-05,2019-11,79.46
DE_APT_PF_JB_2,2018-05,2019-12,69.4
DE_APT_PF_JB_2,2018-06,2018-06,54.28
DE_APT_PF_JB_2,2018-06,2018-07,49.35
DE_APT_PF_JB_2,2018-06,2018-08,49.35
DE_APT_PF_JB_2,2018-06,2018-09,49.35
DE_APT_PF_JB_2,2018-06,2018-10,49.35
DE_APT_PF_JB_2,2018-06,2018-11,57.38
DE_APT_PF_JB_2,2018-06,2018-12,49.35
DE_APT_PF_JB_2,2018-06,2019-01,45.64
DE_APT_PF_JB_2,2018-06,2019-02,35.33
DE_APT_PF_JB_2,2018-06,2019-03,53.54
DE_APT_PF_JB_2,2018-06,2019-04,51.83
DE_APT_PF_JB_2,2018-06,2019-05,54.3
DE_APT_PF_JB_2,2018-06,2019-06,59.73
DE_APT_PF_JB_2,2018-06,2019-07,54.3
DE_APT_PF_JB_2,2018-06,2019-08,54.3
DE_APT_PF_JB_2,2018-06,2019-09,54.3
DE_APT_PF_JB_2,2018-06,2019-10,54.3
DE_APT_PF_JB_2,2018-06,2019-11,63.24
DE_APT_PF_JB_2,2018-06,2019-12,54.3
DE_APT_PF_JB_2,2018-07,2018-07,48.28
DE_APT_PF_JB_2,2018-07,2018-08,48.28
DE_APT_PF_JB_2,2018-07,2018-09,48.28
DE_APT_PF_JB_2,2018-07,2018-10,48.28
DE_APT_PF_JB_2,2018-07,2018-11,55.64
DE_APT_PF_JB_2,2018-07,2018-12,48.28
DE_APT_PF_JB_2,2018-07,2019-01,41.04
DE_APT_PF_JB_2,2018-07,2019-02,31.47
DE_APT_PF_JB_2,2018-07,2019-03,49.79
DE_APT_PF_JB_2,2018-07,2019-04,49.63
DE_APT_PF_JB_2,2018-07,2019-05,53.07
DE_APT_PF_JB_2,2018-07,2019-06,58.38
DE_APT_PF_JB_2,2018-07,2019-07,53.07
DE_APT_PF_JB_2,2018-07,2019-08,53.07
DE_APT_PF_JB_2,2018-07,2019-09,53.07
DE_APT_PF_JB_2,2018-07,2019-10,53.07
DE_APT_PF_JB_2,2018-07,2019-11,61.29
DE_APT_PF_JB_2,2018-07,2019-12,53.07
DE_APT_PF_JB_2,2018-08,2018-08,56.6
DE_APT_PF_JB_2,2018-08,2018-09,56.6
DE_APT_PF_JB_2,2018-08,2018-10,56.6
DE_APT_PF_JB_2,2018-08,2018-11,65.56
DE_APT_PF_JB_2,2018-08,2018-12,56.6
DE_APT_PF_JB_2,2018-08,2019-01,52.31
DE_APT_PF_JB_2,2018-08,2019-02,40.16
DE_APT_PF_JB_2,2018-08,2019-03,61.31
DE_APT_PF_JB_2,2018-08,2019-04,59.3
DE_APT_PF_JB_2,2018-08,2019-05,62.09
DE_APT_PF_JB_2,2018-08,2019-06,66.91
DE_APT_PF_JB_2,2018-08,2019-07,62.09
DE_APT_PF_JB_2,2018-08,2019-08,62.09
DE_APT_PF_JB_2,2018-08,2019-09,62.09
DE_APT_PF_JB_2,2018-08,2019-10,62.09
DE_APT_PF_JB_2,2018-08,2019-11,71.99
DE_APT_PF_JB_2,2018-08,2019-12,62.09
DE_APT_PF_JB_2,2018-09,2018-09,58.57
DE_APT_PF_JB_2,2018-09,2018-10,58.57
DE_APT_PF_JB_2,2018-09,2018-11,68.12
DE_APT_PF_JB_2,2018-09,2018-12,58.57
DE_APT_PF_JB_2,2018-09,2019-01,62.79
DE_APT_PF_JB_2,2018-09,2019-02,30.89
DE_APT_PF_JB_2,2018-09,2019-03,68.22
DE_APT_PF_JB_2,2018-09,2019-04,62.79
DE_APT_PF_JB_2,2018-09,2019-05,62.79
DE_APT_PF_JB_2,2018-09,2019-06,68.22
DE_APT_PF_JB_2,2018-09,2019-07,62.79
DE_APT_PF_JB_2,2018-09,2019-08,62.79
DE_APT_PF_JB_2,2018-09,2019-09,62.79
DE_APT_PF_JB_2,2018-09,2019-10,62.79
DE_APT_PF_JB_2,2018-09,2019-11,73.17
DE_APT_PF_JB_2,2018-09,2019-12,62.79
DE_APT_PF_JB_2,2018-10,2018-10,63.98
DE_APT_PF_JB_2,2018-10,2018-11,73.69
DE_APT_PF_JB_2,2018-10,2018-12,63.98
DE_APT_PF_JB_2,2018-10,2019-01,68.11
DE_APT_PF_JB_2,2018-10,2019-02,32.57
DE_APT_PF_JB_2,2018-10,2019-03,73.59
DE_APT_PF_JB_2,2018-10,2019-04,68.11
DE_APT_PF_JB_2,2018-10,2019-05,68.11
DE_APT_PF_JB_2,2018-10,2019-06,73.59
DE_APT_PF_JB_2,2018-10,2019-07,68.11
DE_APT_PF_JB_2,2018-10,2019-08,68.11
DE_APT_PF_JB_2,2018-10,2019-09,68.11
DE_APT_PF_JB_2,2018-10,2019-10,68.11
DE_APT_PF_JB_2,2018-10,2019-11,79.2
DE_APT_PF_JB_2,2018-10,2019-12,68.11
DE_APT_PF_JB_2,2018-11,2018-11,77.32
DE_APT_PF_JB_2,2018-11,2018-12,59.85
DE_APT_PF_JB_2,2018-11,2019-01,64.23
DE_APT_PF_JB_2,2018-11,2019-02,31.93
DE_APT_PF_JB_2,2018-11,2019-03,69.42
DE_APT_PF_JB_2,2018-11,2019-04,64.23
DE_APT_PF_JB_2,2018-11,2019-05,64.23
DE_APT_PF_JB_2,2018-11,2019-06,69.42
DE_APT_PF_JB_2,2018-11,2019-07,64.23
DE_APT_PF_JB_2,2018-11,2019-08,64.23
DE_APT_PF_JB_2,2018-11,2019-09,64.23
DE_APT_PF_JB_2,2018-11,2019-10,64.23
DE_APT_PF_JB_2,2018-11,2019-11,74.67
DE_APT_PF_JB_2,2018-11,2019-12,64.23
DE_APT_PF_JB_2,2018-12,2018-12,59.85
DE_APT_PF_JB_2,2018-12,2019-01,64.23
DE_APT_PF_JB_2,2018-12,2019-02,31.93
DE_APT_PF_JB_2,2018-12,2019-03,69.42
DE_APT_PF_JB_2,2018-12,2019-04,64.23
DE_APT_PF_JB_2,2018-12,2019-05,64.23
DE_APT_PF_JB_2,2018-12,2019-06,69.42
DE_APT_PF_JB_2,2018-12,2019-07,64.23
DE_APT_PF_JB_2,2018-12,2019-08,64.23
DE_APT_PF_JB_2,2018-12,2019-09,64.23
DE_APT_PF_JB_2,2018-12,2019-10,64.23
DE_APT_PF_JB_2,2018-12,2019-11,74.67
DE_APT_PF_JB_2,2018-12,2019-12,64.23
DE_APT_PF_JB_2,2019-01,2019-01,64.23
DE_APT_PF_JB_2,2019-01,2019-02,31.93
DE_APT_PF_JB_2,2019-01,2019-03,69.42
DE_APT_PF_JB_2,2019-01,2019-04,64.23
DE_APT_PF_JB_2,2019-01,2019-05,64.23
DE_APT_PF_JB_2,2019-01,2019-06,69.42
DE_APT_PF_JB_2,2019-01,2019-07,64.23
DE_APT_PF_JB_2,2019-01,2019-08,64.23
DE_APT_PF_JB_2,2019-01,2019-09,64.23
DE_APT_PF_JB_2,2019-01,2019-10,64.23
DE_APT_PF_JB_2,2019-01,2019-11,74.67
DE_APT_PF_JB_2,2019-01,2019-12,64.23
DE_APT_PF_JB_2,2019-01,2020-01,64.23
DE_APT_PF_JB_2,2019-01,2020-02,36.99
DE_APT_PF_JB_2,2019-01,2020-03,69.42
DE_APT_PF_JB_2,2019-01,2020-04,64.23
DE_APT_PF_JB_2,2019-01,2020-05,64.23
DE_APT_PF_JB_2,2019-01,2020-06,70.65
DE_APT_PF_JB_2,2019-01,2020-07,64.23
DE_APT_PF_JB_2,2019-01,2020-08,64.23
DE_APT_PF_JB_2,2019-01,2020-09,64.23
DE_APT_PF_JB_2,2019-01,2020-10,64.23
DE_APT_PF_JB_2,2019-01,2020-11,74.67
DE_APT_PF_JB_2,2019-01,2020-12,64.23
DE_APT_PF_JB_2,2019-02,2019-02,31.93
DE_APT_PF_JB_2,2019-02,2019-03,57.58
DE_APT_PF_JB_2,2019-02,2019-04,76.07
DE_APT_PF_JB_2,2019-02,2019-05,67.72
DE_APT_PF_JB_2,2019-02,2019-06,72.91
DE_APT_PF_JB_2,2019-02,2019-07,87.49
DE_APT_PF_JB_2,2019-02,2019-08,80.51
DE_APT_PF_JB_2,2019-02,2019-09,64.23
DE_APT_PF_JB_2,2019-02,2019-10,52.6
DE_APT_PF_JB_2,2019-02,2019-11,69.01
DE_APT_PF_JB_2,2019-02,2019-12,52.6
DE_APT_PF_JB_2,2019-02,2020-01,64.23
DE_APT_PF_JB_2,2019-02,2020-02,36.99
DE_APT_PF_JB_2,2019-02,2020-03,69.42
DE_APT_PF_JB_2,2019-02,2020-04,64.23
DE_APT_PF_JB_2,2019-02,2020-05,64.23
DE_APT_PF_JB_2,2019-02,2020-06,70.65
DE_APT_PF_JB_2,2019-02,2020-07,64.23
DE_APT_PF_JB_2,2019-02,2020-08,64.23
DE_APT_PF_JB_2,2019-02,2020-09,64.23
DE_APT_PF_JB_2,2019-02,2020-10,64.23
DE_APT_PF_JB_2,2019-02,2020-11,74.67
DE_APT_PF_JB_2,2019-02,2020-12,64.23
DE_APT_PF_JB_2,2019-03,2019-03,57.58
DE_APT_PF_JB_2,2019-03,2019-04,64.07
DE_APT_PF_JB_2,2019-03,2019-05,67.72
DE_APT_PF_JB_2,2019-03,2019-06,72.91
DE_APT_PF_JB_2,2019-03,2019-07,95.81
DE_APT_PF_JB_2,2019-03,2019-08,89.33
DE_APT_PF_JB_2,2019-03,2019-09,72.86
DE_APT_PF_JB_2,2019-03,2019-10,61.44
DE_APT_PF_JB_2,2019-03,2019-11,100.21
DE_APT_PF_JB_2,2019-03,2019-12,61.23
DE_APT_PF_JB_2,2019-03,2020-01,55.51
DE_APT_PF_JB_2,2019-03,2020-02,52.46
DE_APT_PF_JB_2,2019-03,2020-03,74.21
DE_APT_PF_JB_2,2019-03,2020-04,68.58
DE_APT_PF_JB_2,2019-03,2020-05,68.58
DE_APT_PF_JB_2,2019-03,2020-06,75.44
DE_APT_PF_JB_2,2019-03,2020-07,68.58
DE_APT_PF_JB_2,2019-03,2020-08,68.58
DE_APT_PF_JB_2,2019-03,2020-09,68.58
DE_APT_PF_JB_2,2019-03,2020-10,68.58
DE_APT_PF_JB_2,2019-03,2020-11,79.78
DE_APT_PF_JB_2,2019-03,2020-12,68.58
DE_APT_PF_JB_2,2019-04,2019-04,60.43
DE_APT_PF_JB_2,2019-04,2019-05,59.72
DE_APT_PF_JB_2,2019-04,2019-06,72.91
DE_APT_PF_JB_2,2019-04,2019-07,74.32
DE_APT_PF_JB_2,2019-04,2019-08,71.83
DE_APT_PF_JB_2,2019-04,2019-09,75.37
DE_APT_PF_JB_2,2019-04,2019-10,69.95
DE_APT_PF_JB_2,2019-04,2019-11,139.44
DE_APT_PF_JB_2,2019-04,2019-12,77.74
DE_APT_PF_JB_2,2019-04,2020-01,53.09
DE_APT_PF_JB_2,2019-04,2020-02,46.29
DE_APT_PF_JB_2,2019-04,2020-03,74.21
DE_APT_PF_JB_2,2019-04,2020-04,47.6
DE_APT_PF_JB_2,2019-04,2020-05,47.6
DE_APT_PF_JB_2,2019-04,2020-06,52.36
DE_APT_PF_JB_2,2019-04,2020-07,47.6
DE_APT_PF_JB_2,2019-04,2020-08,47.6
DE_APT_PF_JB_2,2019-04,2020-09,47.6
DE_APT_PF_JB_2,2019-04,2020-10,47.6
DE_APT_PF_JB_2,2019-04,2020-11,54.6
DE_APT_PF_JB_2,2019-04,2020-12,47.6
DE_APT_PF_JB_2,2019-05,2019-05,59.72
DE_APT_PF_JB_2,2019-05,2019-06,72.91
DE_APT_PF_JB_2,2019-05,2019-07,74.32
DE_APT_PF_JB_2,2019-05,2019-08,71.83
DE_APT_PF_JB_2,2019-05,2019-09,75.37
DE_APT_PF_JB_2,2019-05,2019-10,69.95
DE_APT_PF_JB_2,2019-05,2019-11,139.44
DE_APT_PF_JB_2,2019-05,2019-12,77.74
DE_APT_PF_JB_2,2019-05,2020-01,53.09
DE_APT_PF_JB_2,2019-05,2020-02,46.29
DE_APT_PF_JB_2,2019-05,2020-03,74.21
DE_APT_PF_JB_2,2019-05,2020-04,47.6
DE_APT_PF_JB_2,2019-05,2020-05,47.6
DE_APT_PF_JB_2,2019-05,2020-06,52.36
DE_APT_PF_JB_2,2019-05,2020-07,47.6
DE_APT_PF_JB_2,2019-05,2020-08,47.6
DE_APT_PF_JB_2,2019-05,2020-09,47.6
DE_APT_PF_JB_2,2019-05,2020-10,47.6
DE_APT_PF_JB_2,2019-05,2020-11,54.6
DE_APT_PF_JB_2,2019-05,2020-12,47.6
DE_APT_PF_JB_2,2019-06,2019-06,77.24
DE_APT_PF_JB_2,2019-06,2019-07,69.46
DE_APT_PF_JB_2,2019-06,2019-08,68.57
DE_APT_PF_JB_2,2019-06,2019-09,74.3
DE_APT_PF_JB_2,2019-06,2019-10,73.09
DE_APT_PF_JB_2,2019-06,2019-11,133.8
DE_APT_PF_JB_2,2019-06,2019-12,91.27
DE_APT_PF_JB_2,2019-06,2020-01,57.65
DE_APT_PF_JB_2,2019-06,2020-02,51.41
DE_APT_PF_JB_2,2019-06,2020-03,72.44
DE_APT_PF_JB_2,2019-06,2020-04,41.2
DE_APT_PF_JB_2,2019-06,2020-05,41.2
DE_APT_PF_JB_2,2019-06,2020-06,45.32
DE_APT_PF_JB_2,2019-06,2020-07,41.2
DE_APT_PF_JB_2,2019-06,2020-08,41.2
DE_APT_PF_JB_2,2019-06,2020-09,41.2
DE_APT_PF_JB_2,2019-06,2020-10,41.2
DE_APT_PF_JB_2,2019-06,2020-11,47.23
DE_APT_PF_JB_2,2019-06,2020-12,41.2
DE_APT_PF_JB_2,2019-07,2019-07,63.06
DE_APT_PF_JB_2,2019-07,2019-08,68.57
DE_APT_PF_JB_2,2019-07,2019-09,75.9
DE_APT_PF_JB_2,2019-07,2019-10,78.69
DE_APT_PF_JB_2,2019-07,2019-11,135.4
DE_APT_PF_JB_2,2019-07,2019-12,92.87
DE_APT_PF_JB_2,2019-07,2020-01,57.65
DE_APT_PF_JB_2,2019-07,2020-02,51.41
DE_APT_PF_JB_2,2019-07,2020-03,72.44
DE_APT_PF_JB_2,2019-07,2020-04,41.2
DE_APT_PF_JB_2,2019-07,2020-05,41.2
DE_APT_PF_JB_2,2019-07,2020-06,45.32
DE_APT_PF_JB_2,2019-07,2020-07,41.2
DE_APT_PF_JB_2,2019-07,2020-08,41.2
DE_APT_PF_JB_2,2019-07,2020-09,41.2
DE_APT_PF_JB_2,2019-07,2020-10,41.2
DE_APT_PF_JB_2,2019-07,2020-11,47.23
DE_APT_PF_JB_2,2019-07,2020-12,41.2
DE_APT_PF_JB_2,2019-08,2019-08,70.75
DE_APT_PF_JB_2,2019-08,2019-09,80.1
DE_APT_PF_JB_2,2019-08,2019-10,70.6
DE_APT_PF_JB_2,2019-08,2019-11,124.31
DE_APT_PF_JB_2,2019-08,2019-12,94.23
DE_APT_PF_JB_2,2019-08,2020-01,51.63
DE_APT_PF_JB_2,2019-08,2020-02,45.83
DE_APT_PF_JB_2,2019-08,2020-03,52.33
DE_APT_PF_JB_2,2019-08,2020-04,51.23
DE_APT_PF_JB_2,2019-08,2020-05,53.92
DE_APT_PF_JB_2,2019-08,2020-06,58.75
DE_APT_PF_JB_2,2019-08,2020-07,44.59
DE_APT_PF_JB_2,2019-08,2020-08,46.63
DE_APT_PF_JB_2,2019-08,2020-09,49.29
DE_APT_PF_JB_2,2019-08,2020-10,48.52
DE_APT_PF_JB_2,2019-08,2020-11,63.42
DE_APT_PF_JB_2,2019-08,2020-12,54.27
DE_APT_PF_JB_2,2019-09,2019-09,79.53
DE_APT_PF_JB_2,2019-09,2019-10,70.46
DE_APT_PF_JB_2,2019-09,2019-11,128.31
DE_APT_PF_JB_2,2019-09,2019-12,98.23
DE_APT_PF_JB_2,2019-09,2020-01,52.82
DE_APT_PF_JB_2,2019-09,2020-02,47.47
DE_APT_PF_JB_2,2019-09,2020-03,54.72
DE_APT_PF_JB_2,2019-09,2020-04,53.23
DE_APT_PF_JB_2,2019-09,2020-05,56.22
DE_APT_PF_JB_2,2019-09,2020-06,62.74
DE_APT_PF_JB_2,2019-09,2020-07,47.61
DE_APT_PF_JB_2,2019-09,2020-08,49.42
DE_APT_PF_JB_2,2019-09,2020-09,51.09
DE_APT_PF_JB_2,2019-09,2020-10,50.78
DE_APT_PF_JB_2,2019-09,2020-11,70.02
DE_APT_PF_JB_2,2019-09,2020-12,56.68
DE_APT_PF_JB_PRE,2017-03,2017-03,0
DE_APT_PF_JB_PRE,2017-03,2017-04,0
DE_APT_PF_JB_PRE,2017-03,2017-05,0
DE_APT_PF_JB_PRE,2017-03,2017-06,6.09
DE_APT_PF_JB_PRE,2017-03,2017-07,7.83
DE_APT_PF_JB_PRE,2017-03,2017-08,3.66
DE_APT_PF_JB_PRE,2017-03,2017-09,8.7
DE_APT_PF_JB_PRE,2017-03,2017-10,8.7
DE_APT_PF_JB_PRE,2017-03,2017-11,8.25
DE_APT_PF_JB_PRE,2017-03,2017-12,8.7
DE_APT_PF_JB_PRE,2017-03,2018-01,7.59
DE_APT_PF_JB_PRE,2017-03,2018-02,4.09
DE_APT_PF_JB_PRE,2017-03,2018-03,5.84
DE_APT_PF_JB_PRE,2017-03,2018-04,5.84
DE_APT_PF_JB_PRE,2017-03,2018-05,5.84
DE_APT_PF_JB_PRE,2017-03,2018-06,5.84
DE_APT_PF_JB_PRE,2017-03,2018-07,5.84
DE_APT_PF_JB_PRE,2017-03,2018-08,5.84
DE_APT_PF_JB_PRE,2017-03,2018-09,5.84
DE_APT_PF_JB_PRE,2017-03,2018-10,5.84
DE_APT_PF_JB_PRE,2017-03,2018-11,20.44
DE_APT_PF_JB_PRE,2017-03,2018-12,5.84
DE_APT_PF_JB_PRE,2017-04,2017-04,0
DE_APT_PF_JB_PRE,2017-04,2017-05,0
DE_APT_PF_JB_PRE,2017-04,2017-06,6.09
DE_APT_PF_JB_PRE,2017-04,2017-07,7.83
DE_APT_PF_JB_PRE,2017-04,2017-08,13.7
DE_APT_PF_JB_PRE,2017-04,2017-09,23.7
DE_APT_PF_JB_PRE,2017-04,2017-10,10.75
DE_APT_PF_JB_PRE,2017-04,2017-11,7.2
DE_APT_PF_JB_PRE,2017-04,2017-12,7.2
DE_APT_PF_JB_PRE,2017-04,2018-01,21.01
DE_APT_PF_JB_PRE,2017-04,2018-02,14.01
DE_APT_PF_JB_PRE,2017-04,2018-03,17.51
DE_APT_PF_JB_PRE,2017-04,2018-04,17.51
DE_APT_PF_JB_PRE,2017-04,2018-05,17.51
DE_APT_PF_JB_PRE,2017-04,2018-06,22.76
DE_APT_PF_JB_PRE,2017-04,2018-07,17.51
DE_APT_PF_JB_PRE,2017-04,2018-08,17.51
DE_APT_PF_JB_PRE,2017-04,2018-09,17.51
DE_APT_PF_JB_PRE,2017-04,2018-10,17.51
DE_APT_PF_JB_PRE,2017-04,2018-11,35.02
DE_APT_PF_JB_PRE,2017-04,2018-12,17.51
DE_APT_PF_JB_PRE,2017-04,2019-01,17.51
DE_APT_PF_JB_PRE,2017-04,2019-02,17.51
DE_APT_PF_JB_PRE,2017-04,2019-03,17.51
DE_APT_PF_JB_PRE,2017-04,2019-04,0
DE_APT_PF_JB_PRE,2017-04,2019-05,0
