sku_w_pkg,cycle_month,forecasted_month,forecast
ANZ_APT_PF_CAN_1,2018-07,2018-11,17.64
ANZ_APT_PF_CAN_1,2018-07,2018-12,15.13
ANZ_APT_PF_CAN_1,2018-07,2019-01,14.26
ANZ_APT_PF_CAN_1,2018-07,2019-02,11.07
ANZ_APT_PF_CAN_1,2018-07,2019-03,16.6
ANZ_APT_PF_CAN_1,2018-07,2019-04,15.95
ANZ_APT_PF_CAN_1,2018-07,2019-05,16.63
ANZ_APT_PF_CAN_1,2018-07,2019-06,18.29
ANZ_APT_PF_CAN_1,2018-07,2019-07,16.63
ANZ_APT_PF_CAN_1,2018-07,2019-08,16.63
ANZ_APT_PF_CAN_1,2018-07,2019-09,16.63
ANZ_APT_PF_CAN_1,2018-07,2019-10,16.63
ANZ_APT_PF_CAN_1,2018-07,2019-11,19.41
ANZ_APT_PF_CAN_1,2018-07,2019-12,16.63
ANZ_APT_PF_CAN_1,2018-08,2018-08,15.43
ANZ_APT_PF_CAN_1,2018-08,2018-09,15.43
ANZ_APT_PF_CAN_1,2018-08,2018-10,15.43
ANZ_APT_PF_CAN_1,2018-08,2018-11,17.97
ANZ_APT_PF_CAN_1,2018-08,2018-12,15.43
ANZ_APT_PF_CAN_1,2018-08,2019-01,14.15
ANZ_APT_PF_CAN_1,2018-08,2019-02,10.94
ANZ_APT_PF_CAN_1,2018-08,2019-03,16.48
ANZ_APT_PF_CAN_1,2018-08,2019-04,15.84
ANZ_APT_PF_CAN_1,2018-08,2019-05,16.52
ANZ_APT_PF_CAN_1,2018-08,2019-06,17.83
ANZ_APT_PF_CAN_1,2018-08,2019-07,16.52
ANZ_APT_PF_CAN_1,2018-08,2019-08,16.52
ANZ_APT_PF_CAN_1,2018-08,2019-09,16.52
ANZ_APT_PF_CAN_1,2018-08,2019-10,16.52
ANZ_APT_PF_CAN_1,2018-08,2019-11,19.24
ANZ_APT_PF_CAN_1,2018-08,2019-12,16.52
ANZ_APT_PF_CAN_1,2018-09,2018-09,16.08
ANZ_APT_PF_CAN_1,2018-09,2018-10,16.08
ANZ_APT_PF_CAN_1,2018-09,2018-11,18.74
ANZ_APT_PF_CAN_1,2018-09,2018-12,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-01,20.58
ANZ_APT_PF_CAN_1,2018-09,2019-02,11.98
ANZ_APT_PF_CAN_1,2018-09,2019-03,21.83
ANZ_APT_PF_CAN_1,2018-09,2019-04,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-05,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-06,17.33
ANZ_APT_PF_CAN_1,2018-09,2019-07,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-08,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-09,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-10,16.08
ANZ_APT_PF_CAN_1,2018-09,2019-11,18.74
ANZ_APT_PF_CAN_1,2018-09,2019-12,16.08
ANZ_APT_PF_CAN_1,2018-10,2018-10,18
ANZ_APT_PF_CAN_1,2018-10,2018-11,20.81
ANZ_APT_PF_CAN_1,2018-10,2018-12,18
ANZ_APT_PF_CAN_1,2018-10,2019-01,22.5
ANZ_APT_PF_CAN_1,2018-10,2019-02,13.14
ANZ_APT_PF_CAN_1,2018-10,2019-03,23.69
ANZ_APT_PF_CAN_1,2018-10,2019-04,18
ANZ_APT_PF_CAN_1,2018-10,2019-05,18
ANZ_APT_PF_CAN_1,2018-10,2019-06,19.19
ANZ_APT_PF_CAN_1,2018-10,2019-07,18
ANZ_APT_PF_CAN_1,2018-10,2019-08,18
ANZ_APT_PF_CAN_1,2018-10,2019-09,18
ANZ_APT_PF_CAN_1,2018-10,2019-10,18
ANZ_APT_PF_CAN_1,2018-10,2019-11,20.81
ANZ_APT_PF_CAN_1,2018-10,2019-12,18
ANZ_APT_PF_CAN_1,2018-11,2018-11,21.53
ANZ_APT_PF_CAN_1,2018-11,2018-12,14.61
ANZ_APT_PF_CAN_1,2018-11,2019-01,20.01
ANZ_APT_PF_CAN_1,2018-11,2019-02,13.77
ANZ_APT_PF_CAN_1,2018-11,2019-03,24.91
ANZ_APT_PF_CAN_1,2018-11,2019-04,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-05,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-06,20.41
ANZ_APT_PF_CAN_1,2018-11,2019-07,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-08,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-09,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-10,19.11
ANZ_APT_PF_CAN_1,2018-11,2019-11,22.09
ANZ_APT_PF_CAN_1,2018-11,2019-12,19.11
ANZ_APT_PF_CAN_1,2018-12,2018-12,14.61
ANZ_APT_PF_CAN_1,2018-12,2019-01,26.71
ANZ_APT_PF_CAN_1,2018-12,2019-02,17.25
ANZ_APT_PF_CAN_1,2018-12,2019-03,28.91
ANZ_APT_PF_CAN_1,2018-12,2019-04,27.63
ANZ_APT_PF_CAN_1,2018-12,2019-05,27.67
ANZ_APT_PF_CAN_1,2018-12,2019-06,29.26
ANZ_APT_PF_CAN_1,2018-12,2019-07,27.63
ANZ_APT_PF_CAN_1,2018-12,2019-08,27.73
ANZ_APT_PF_CAN_1,2018-12,2019-09,27.74
ANZ_APT_PF_CAN_1,2018-12,2019-10,27.75
ANZ_APT_PF_CAN_1,2018-12,2019-11,31.44
ANZ_APT_PF_CAN_1,2018-12,2019-12,28.03
ANZ_APT_PF_CAN_1,2019-01,2019-01,26.71
ANZ_APT_PF_CAN_1,2019-01,2019-02,17.25
ANZ_APT_PF_CAN_1,2019-01,2019-03,28.91
ANZ_APT_PF_CAN_1,2019-01,2019-04,27.63
ANZ_APT_PF_CAN_1,2019-01,2019-05,27.67
ANZ_APT_PF_CAN_1,2019-01,2019-06,29.26
ANZ_APT_PF_CAN_1,2019-01,2019-07,27.63
ANZ_APT_PF_CAN_1,2019-01,2019-08,27.73
ANZ_APT_PF_CAN_1,2019-01,2019-09,27.74
ANZ_APT_PF_CAN_1,2019-01,2019-10,27.75
ANZ_APT_PF_CAN_1,2019-01,2019-11,31.44
ANZ_APT_PF_CAN_1,2019-01,2019-12,28.03
ANZ_APT_PF_CAN_1,2019-01,2020-01,21.81
ANZ_APT_PF_CAN_1,2019-01,2020-02,12.54
ANZ_APT_PF_CAN_1,2019-01,2020-03,23.11
ANZ_APT_PF_CAN_1,2019-01,2020-04,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-05,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-06,21.02
ANZ_APT_PF_CAN_1,2019-01,2020-07,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-08,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-09,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-10,19.11
ANZ_APT_PF_CAN_1,2019-01,2020-11,22.09
ANZ_APT_PF_CAN_1,2019-01,2020-12,19.11
ANZ_APT_PF_CAN_1,2019-02,2019-02,15.9
ANZ_APT_PF_CAN_1,2019-02,2019-03,23.51
ANZ_APT_PF_CAN_1,2019-02,2019-04,34.38
ANZ_APT_PF_CAN_1,2019-02,2019-05,31.5
ANZ_APT_PF_CAN_1,2019-02,2019-06,33.09
ANZ_APT_PF_CAN_1,2019-02,2019-07,50.13
ANZ_APT_PF_CAN_1,2019-02,2019-08,42.58
ANZ_APT_PF_CAN_1,2019-02,2019-09,27.74
ANZ_APT_PF_CAN_1,2019-02,2019-10,16.5
ANZ_APT_PF_CAN_1,2019-02,2019-11,8.94
ANZ_APT_PF_CAN_1,2019-02,2019-12,25.78
ANZ_APT_PF_CAN_1,2019-02,2020-01,21.81
ANZ_APT_PF_CAN_1,2019-02,2020-02,12.54
ANZ_APT_PF_CAN_1,2019-02,2020-03,23.11
ANZ_APT_PF_CAN_1,2019-02,2020-04,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-05,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-06,21.02
ANZ_APT_PF_CAN_1,2019-02,2020-07,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-08,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-09,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-10,19.11
ANZ_APT_PF_CAN_1,2019-02,2020-11,22.09
ANZ_APT_PF_CAN_1,2019-02,2020-12,19.11
ANZ_APT_PF_CAN_1,2019-03,2019-03,23.51
ANZ_APT_PF_CAN_1,2019-03,2019-04,34.38
ANZ_APT_PF_CAN_1,2019-03,2019-05,31.5
ANZ_APT_PF_CAN_1,2019-03,2019-06,33.09
ANZ_APT_PF_CAN_1,2019-03,2019-07,50.13
ANZ_APT_PF_CAN_1,2019-03,2019-08,54.55
ANZ_APT_PF_CAN_1,2019-03,2019-09,40.49
ANZ_APT_PF_CAN_1,2019-03,2019-10,28.18
ANZ_APT_PF_CAN_1,2019-03,2019-11,34.54
ANZ_APT_PF_CAN_1,2019-03,2019-12,29.24
ANZ_APT_PF_CAN_1,2019-03,2020-01,19.53
ANZ_APT_PF_CAN_1,2019-03,2020-02,16.29
ANZ_APT_PF_CAN_1,2019-03,2020-03,23.89
ANZ_APT_PF_CAN_1,2019-03,2020-04,23.36
ANZ_APT_PF_CAN_1,2019-03,2020-05,22.28
ANZ_APT_PF_CAN_1,2019-03,2020-06,26.66
ANZ_APT_PF_CAN_1,2019-03,2020-07,22.28
ANZ_APT_PF_CAN_1,2019-03,2020-08,22.28
ANZ_APT_PF_CAN_1,2019-03,2020-09,22.28
ANZ_APT_PF_CAN_1,2019-03,2020-10,23.36
ANZ_APT_PF_CAN_1,2019-03,2020-11,29.07
ANZ_APT_PF_CAN_1,2019-03,2020-12,23.36
ANZ_APT_PF_CAN_1,2019-04,2019-04,29.23
ANZ_APT_PF_CAN_1,2019-04,2019-05,28.8
ANZ_APT_PF_CAN_1,2019-04,2019-06,42.09
ANZ_APT_PF_CAN_1,2019-04,2019-07,41.23
ANZ_APT_PF_CAN_1,2019-04,2019-08,42.05
ANZ_APT_PF_CAN_1,2019-04,2019-09,40.59
ANZ_APT_PF_CAN_1,2019-04,2019-10,52.58
ANZ_APT_PF_CAN_1,2019-04,2019-11,81.56
ANZ_APT_PF_CAN_1,2019-04,2019-12,53.64
ANZ_APT_PF_CAN_1,2019-04,2020-01,22.03
ANZ_APT_PF_CAN_1,2019-04,2020-02,18.01
ANZ_APT_PF_CAN_1,2019-04,2020-03,26.64
ANZ_APT_PF_CAN_1,2019-04,2020-04,34.06
ANZ_APT_PF_CAN_1,2019-04,2020-05,32.56
ANZ_APT_PF_CAN_1,2019-04,2020-06,38.81
ANZ_APT_PF_CAN_1,2019-04,2020-07,35.42
ANZ_APT_PF_CAN_1,2019-04,2020-08,35.42
ANZ_APT_PF_CAN_1,2019-04,2020-09,35.42
ANZ_APT_PF_CAN_1,2019-04,2020-10,37.87
ANZ_APT_PF_CAN_1,2019-04,2020-11,46.92
ANZ_APT_PF_CAN_1,2019-04,2020-12,37.87
ANZ_APT_PF_CAN_1,2019-05,2019-05,28.8
ANZ_APT_PF_CAN_1,2019-05,2019-06,42.09
ANZ_APT_PF_CAN_1,2019-05,2019-07,41.23
ANZ_APT_PF_CAN_1,2019-05,2019-08,42.05
ANZ_APT_PF_CAN_1,2019-05,2019-09,40.59
ANZ_APT_PF_CAN_1,2019-05,2019-10,52.58
ANZ_APT_PF_CAN_1,2019-05,2019-11,81.56
ANZ_APT_PF_CAN_1,2019-05,2019-12,53.64
ANZ_APT_PF_CAN_1,2019-05,2020-01,22.03
ANZ_APT_PF_CAN_1,2019-05,2020-02,18.01
ANZ_APT_PF_CAN_1,2019-05,2020-03,26.64
ANZ_APT_PF_CAN_1,2019-05,2020-04,34.06
ANZ_APT_PF_CAN_1,2019-05,2020-05,32.56
ANZ_APT_PF_CAN_1,2019-05,2020-06,38.81
ANZ_APT_PF_CAN_1,2019-05,2020-07,35.42
ANZ_APT_PF_CAN_1,2019-05,2020-08,35.42
ANZ_APT_PF_CAN_1,2019-05,2020-09,35.42
ANZ_APT_PF_CAN_1,2019-05,2020-10,37.87
ANZ_APT_PF_CAN_1,2019-05,2020-11,46.92
ANZ_APT_PF_CAN_1,2019-05,2020-12,37.87
ANZ_APT_PF_CAN_1,2019-06,2019-06,43.89
ANZ_APT_PF_CAN_1,2019-06,2019-07,41.74
ANZ_APT_PF_CAN_1,2019-06,2019-08,44.35
ANZ_APT_PF_CAN_1,2019-06,2019-09,45.11
ANZ_APT_PF_CAN_1,2019-06,2019-10,54.88
ANZ_APT_PF_CAN_1,2019-06,2019-11,80.47
ANZ_APT_PF_CAN_1,2019-06,2019-12,56.84
ANZ_APT_PF_CAN_1,2019-06,2020-01,22.03
ANZ_APT_PF_CAN_1,2019-06,2020-02,18.01
ANZ_APT_PF_CAN_1,2019-06,2020-03,26.64
ANZ_APT_PF_CAN_1,2019-06,2020-04,31.07
ANZ_APT_PF_CAN_1,2019-06,2020-05,31.07
ANZ_APT_PF_CAN_1,2019-06,2020-06,35.82
ANZ_APT_PF_CAN_1,2019-06,2020-07,33.77
ANZ_APT_PF_CAN_1,2019-06,2020-08,33.77
ANZ_APT_PF_CAN_1,2019-06,2020-09,35.42
ANZ_APT_PF_CAN_1,2019-06,2020-10,40.92
ANZ_APT_PF_CAN_1,2019-06,2020-11,55.15
ANZ_APT_PF_CAN_1,2019-06,2020-12,37.87
ANZ_APT_PF_CAN_1,2019-07,2019-07,41.74
ANZ_APT_PF_CAN_1,2019-07,2019-08,44.62
ANZ_APT_PF_CAN_1,2019-07,2019-09,48.71
ANZ_APT_PF_CAN_1,2019-07,2019-10,55.33
ANZ_APT_PF_CAN_1,2019-07,2019-11,80.47
ANZ_APT_PF_CAN_1,2019-07,2019-12,58.19
ANZ_APT_PF_CAN_1,2019-07,2020-01,22.03
ANZ_APT_PF_CAN_1,2019-07,2020-02,18.01
ANZ_APT_PF_CAN_1,2019-07,2020-03,26.64
ANZ_APT_PF_CAN_1,2019-07,2020-04,31.07
ANZ_APT_PF_CAN_1,2019-07,2020-05,31.07
ANZ_APT_PF_CAN_1,2019-07,2020-06,35.82
ANZ_APT_PF_CAN_1,2019-07,2020-07,33.77
ANZ_APT_PF_CAN_1,2019-07,2020-08,33.77
ANZ_APT_PF_CAN_1,2019-07,2020-09,35.42
ANZ_APT_PF_CAN_1,2019-07,2020-10,40.92
ANZ_APT_PF_CAN_1,2019-07,2020-11,55.15
ANZ_APT_PF_CAN_1,2019-07,2020-12,37.87
ANZ_APT_PF_CAN_1,2019-08,2019-08,49.55
ANZ_APT_PF_CAN_1,2019-08,2019-09,58.44
ANZ_APT_PF_CAN_1,2019-08,2019-10,49.85
ANZ_APT_PF_CAN_1,2019-08,2019-11,60.07
ANZ_APT_PF_CAN_1,2019-08,2019-12,58.54
ANZ_APT_PF_CAN_1,2019-08,2020-01,32.19
ANZ_APT_PF_CAN_1,2019-08,2020-02,41.78
ANZ_APT_PF_CAN_1,2019-08,2020-03,45.02
ANZ_APT_PF_CAN_1,2019-08,2020-04,46.18
ANZ_APT_PF_CAN_1,2019-08,2020-05,46.35
ANZ_APT_PF_CAN_1,2019-08,2020-06,49.11
ANZ_APT_PF_CAN_1,2019-08,2020-07,49.4
ANZ_APT_PF_CAN_1,2019-08,2020-08,48.01
ANZ_APT_PF_CAN_1,2019-08,2020-09,50.94
ANZ_APT_PF_CAN_1,2019-08,2020-10,49.71
ANZ_APT_PF_CAN_1,2019-08,2020-11,61.81
ANZ_APT_PF_CAN_1,2019-08,2020-12,59.55
ANZ_APT_PF_CAN_1,2019-09,2019-09,52.27
ANZ_APT_PF_CAN_1,2019-09,2019-10,48.38
ANZ_APT_PF_CAN_1,2019-09,2019-11,60.07
ANZ_APT_PF_CAN_1,2019-09,2019-12,58.54
ANZ_APT_PF_CAN_1,2019-09,2020-01,27.9
ANZ_APT_PF_CAN_1,2019-09,2020-02,38.25
ANZ_APT_PF_CAN_1,2019-09,2020-03,40.56
ANZ_APT_PF_CAN_1,2019-09,2020-04,41.49
ANZ_APT_PF_CAN_1,2019-09,2020-05,41.54
ANZ_APT_PF_CAN_1,2019-09,2020-06,43.94
ANZ_APT_PF_CAN_1,2019-09,2020-07,44.89
ANZ_APT_PF_CAN_1,2019-09,2020-08,42.86
ANZ_APT_PF_CAN_1,2019-09,2020-09,45.62
ANZ_APT_PF_CAN_1,2019-09,2020-10,44.43
ANZ_APT_PF_CAN_1,2019-09,2020-11,54.21
ANZ_APT_PF_CAN_1,2019-09,2020-12,53.42
ANZ_APT_PF_CAN_2,2017-01,2017-01,0
ANZ_APT_PF_CAN_2,2017-01,2017-02,0
ANZ_APT_PF_CAN_2,2017-01,2017-03,1.12
ANZ_APT_PF_CAN_2,2017-01,2017-04,1.71
ANZ_APT_PF_CAN_2,2017-01,2017-05,2.16
ANZ_APT_PF_CAN_2,2017-01,2017-06,2.95
ANZ_APT_PF_CAN_2,2017-01,2017-07,3.02
ANZ_APT_PF_CAN_2,2017-01,2017-08,3.02
ANZ_APT_PF_CAN_2,2017-01,2017-09,3.26
ANZ_APT_PF_CAN_2,2017-01,2017-10,3.02
ANZ_APT_PF_CAN_2,2017-01,2017-11,3.77
ANZ_APT_PF_CAN_2,2017-01,2017-12,3.26
ANZ_APT_PF_CAN_2,2017-01,2018-01,2.35
ANZ_APT_PF_CAN_2,2017-01,2018-02,2.42
ANZ_APT_PF_CAN_2,2017-01,2018-03,3.32
ANZ_APT_PF_CAN_2,2017-01,2018-04,3.26
ANZ_APT_PF_CAN_2,2017-01,2018-05,3.02
ANZ_APT_PF_CAN_2,2017-01,2018-06,3.32
ANZ_APT_PF_CAN_2,2017-01,2018-07,3.02
ANZ_APT_PF_CAN_2,2017-01,2018-08,3.02
ANZ_APT_PF_CAN_2,2017-01,2018-09,3.02
ANZ_APT_PF_CAN_2,2017-01,2018-10,3.02
ANZ_APT_PF_CAN_2,2017-01,2018-11,3.52
ANZ_APT_PF_CAN_2,2017-01,2018-12,3.02
ANZ_APT_PF_CAN_2,2017-02,2017-02,0
ANZ_APT_PF_CAN_2,2017-02,2017-03,1.64
ANZ_APT_PF_CAN_2,2017-02,2017-04,2.85
ANZ_APT_PF_CAN_2,2017-02,2017-05,3.63
ANZ_APT_PF_CAN_2,2017-02,2017-06,5
ANZ_APT_PF_CAN_2,2017-02,2017-07,5.12
ANZ_APT_PF_CAN_2,2017-02,2017-08,5.12
ANZ_APT_PF_CAN_2,2017-02,2017-09,5.12
ANZ_APT_PF_CAN_2,2017-02,2017-10,5.12
ANZ_APT_PF_CAN_2,2017-02,2017-11,5.92
ANZ_APT_PF_CAN_2,2017-02,2017-12,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-01,4.01
ANZ_APT_PF_CAN_2,2017-02,2018-02,4.05
ANZ_APT_PF_CAN_2,2017-02,2018-03,5.54
ANZ_APT_PF_CAN_2,2017-02,2018-04,5.54
ANZ_APT_PF_CAN_2,2017-02,2018-05,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-06,5.63
ANZ_APT_PF_CAN_2,2017-02,2018-07,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-08,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-09,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-10,5.12
ANZ_APT_PF_CAN_2,2017-02,2018-11,5.92
ANZ_APT_PF_CAN_2,2017-02,2018-12,5.12
ANZ_APT_PF_CAN_2,2017-03,2017-03,1.53
ANZ_APT_PF_CAN_2,2017-03,2017-04,4.79
ANZ_APT_PF_CAN_2,2017-03,2017-05,5.94
ANZ_APT_PF_CAN_2,2017-03,2017-06,8.07
ANZ_APT_PF_CAN_2,2017-03,2017-07,14.27
ANZ_APT_PF_CAN_2,2017-03,2017-08,8.15
ANZ_APT_PF_CAN_2,2017-03,2017-09,8.15
ANZ_APT_PF_CAN_2,2017-03,2017-10,8.15
ANZ_APT_PF_CAN_2,2017-03,2017-11,9.26
ANZ_APT_PF_CAN_2,2017-03,2017-12,8.15
ANZ_APT_PF_CAN_2,2017-03,2018-01,4.08
ANZ_APT_PF_CAN_2,2017-03,2018-02,4.06
ANZ_APT_PF_CAN_2,2017-03,2018-03,5.5
ANZ_APT_PF_CAN_2,2017-03,2018-04,5.66
ANZ_APT_PF_CAN_2,2017-03,2018-05,5.26
ANZ_APT_PF_CAN_2,2017-03,2018-06,5.78
ANZ_APT_PF_CAN_2,2017-03,2018-07,5.26
ANZ_APT_PF_CAN_2,2017-03,2018-08,5.26
ANZ_APT_PF_CAN_2,2017-03,2018-09,5.26
ANZ_APT_PF_CAN_2,2017-03,2018-10,5.26
ANZ_APT_PF_CAN_2,2017-03,2018-11,6.07
ANZ_APT_PF_CAN_2,2017-03,2018-12,5.26
ANZ_APT_PF_CAN_2,2017-04,2017-04,5.82
ANZ_APT_PF_CAN_2,2017-04,2017-05,7.89
ANZ_APT_PF_CAN_2,2017-04,2017-06,15.78
ANZ_APT_PF_CAN_2,2017-04,2017-07,14.6
ANZ_APT_PF_CAN_2,2017-04,2017-08,18.56
ANZ_APT_PF_CAN_2,2017-04,2017-09,19.1
ANZ_APT_PF_CAN_2,2017-04,2017-10,19.28
ANZ_APT_PF_CAN_2,2017-04,2017-11,26.35
ANZ_APT_PF_CAN_2,2017-04,2017-12,19.46
ANZ_APT_PF_CAN_2,2017-04,2018-01,13.15
ANZ_APT_PF_CAN_2,2017-04,2018-02,8.45
ANZ_APT_PF_CAN_2,2017-04,2018-03,10.37
ANZ_APT_PF_CAN_2,2017-04,2018-04,10.25
ANZ_APT_PF_CAN_2,2017-04,2018-05,9.73
ANZ_APT_PF_CAN_2,2017-04,2018-06,10.37
ANZ_APT_PF_CAN_2,2017-04,2018-07,9.73
ANZ_APT_PF_CAN_2,2017-04,2018-08,9.73
ANZ_APT_PF_CAN_2,2017-04,2018-09,9.73
ANZ_APT_PF_CAN_2,2017-04,2018-10,9.73
ANZ_APT_PF_CAN_2,2017-04,2018-11,13.99
ANZ_APT_PF_CAN_2,2017-04,2018-12,9.73
ANZ_APT_PF_CAN_2,2017-04,2019-01,9.73
ANZ_APT_PF_CAN_2,2017-04,2019-02,9.73
ANZ_APT_PF_CAN_2,2017-04,2019-03,9.73
ANZ_APT_PF_CAN_2,2017-04,2019-04,124.97
ANZ_APT_PF_CAN_2,2017-04,2019-05,124.97
ANZ_APT_PF_CAN_2,2017-04,2019-06,124.97
ANZ_APT_PF_CAN_2,2017-05,2017-05,7.89
ANZ_APT_PF_CAN_2,2017-05,2017-06,15.78
ANZ_APT_PF_CAN_2,2017-05,2017-07,14.6
ANZ_APT_PF_CAN_2,2017-05,2017-08,18.56
ANZ_APT_PF_CAN_2,2017-05,2017-09,19.1
ANZ_APT_PF_CAN_2,2017-05,2017-10,19.28
ANZ_APT_PF_CAN_2,2017-05,2017-11,26.35
ANZ_APT_PF_CAN_2,2017-05,2017-12,19.46
ANZ_APT_PF_CAN_2,2017-05,2018-01,6.94
ANZ_APT_PF_CAN_2,2017-05,2018-02,4.63
ANZ_APT_PF_CAN_2,2017-05,2018-03,6.36
ANZ_APT_PF_CAN_2,2017-05,2018-04,6.26
ANZ_APT_PF_CAN_2,2017-05,2018-05,5.78
ANZ_APT_PF_CAN_2,2017-05,2018-06,6.36
ANZ_APT_PF_CAN_2,2017-05,2018-07,5.78
ANZ_APT_PF_CAN_2,2017-05,2018-08,5.78
ANZ_APT_PF_CAN_2,2017-05,2018-09,5.78
ANZ_APT_PF_CAN_2,2017-05,2018-10,5.78
ANZ_APT_PF_CAN_2,2017-05,2018-11,6.61
ANZ_APT_PF_CAN_2,2017-05,2018-12,5.78
ANZ_APT_PF_CAN_2,2017-05,2019-01,9.73
ANZ_APT_PF_CAN_2,2017-05,2019-02,9.73
ANZ_APT_PF_CAN_2,2017-05,2019-03,9.73
ANZ_APT_PF_CAN_2,2017-05,2019-04,124.97
ANZ_APT_PF_CAN_2,2017-05,2019-05,124.97
ANZ_APT_PF_CAN_2,2017-05,2019-06,124.97
ANZ_APT_PF_CAN_2,2017-06,2017-06,9.54
ANZ_APT_PF_CAN_2,2017-06,2017-07,20
ANZ_APT_PF_CAN_2,2017-06,2017-08,19.67
ANZ_APT_PF_CAN_2,2017-06,2017-09,20.21
ANZ_APT_PF_CAN_2,2017-06,2017-10,21.56
ANZ_APT_PF_CAN_2,2017-06,2017-11,28.9
ANZ_APT_PF_CAN_2,2017-06,2017-12,21.74
ANZ_APT_PF_CAN_2,2017-06,2018-01,14.84
ANZ_APT_PF_CAN_2,2017-06,2018-02,9.89
ANZ_APT_PF_CAN_2,2017-06,2018-03,12.94
ANZ_APT_PF_CAN_2,2017-06,2018-04,12.79
ANZ_APT_PF_CAN_2,2017-06,2018-05,12.37
ANZ_APT_PF_CAN_2,2017-06,2018-06,13.6
ANZ_APT_PF_CAN_2,2017-06,2018-07,12.37
ANZ_APT_PF_CAN_2,2017-06,2018-08,12.37
ANZ_APT_PF_CAN_2,2017-06,2018-09,12.37
ANZ_APT_PF_CAN_2,2017-06,2018-10,12.37
ANZ_APT_PF_CAN_2,2017-06,2018-11,14.19
ANZ_APT_PF_CAN_2,2017-06,2018-12,12.37
ANZ_APT_PF_CAN_2,2017-06,2019-01,11.22
ANZ_APT_PF_CAN_2,2017-06,2019-02,13.51
ANZ_APT_PF_CAN_2,2017-06,2019-03,12.94
ANZ_APT_PF_CAN_2,2017-06,2019-04,8.29
ANZ_APT_PF_CAN_2,2017-06,2019-05,7.87
ANZ_APT_PF_CAN_2,2017-06,2019-06,8.44
ANZ_APT_PF_CAN_2,2017-06,2019-07,7.87
ANZ_APT_PF_CAN_2,2017-06,2019-08,7.87
ANZ_APT_PF_CAN_2,2017-06,2019-09,7.87
ANZ_APT_PF_CAN_2,2017-06,2019-10,7.87
ANZ_APT_PF_CAN_2,2017-06,2019-11,11.17
ANZ_APT_PF_CAN_2,2017-06,2019-12,7.87
ANZ_APT_PF_CAN_2,2017-07,2017-07,7.61
ANZ_APT_PF_CAN_2,2017-07,2017-08,8.42
ANZ_APT_PF_CAN_2,2017-07,2017-09,7.52
ANZ_APT_PF_CAN_2,2017-07,2017-10,23.72
ANZ_APT_PF_CAN_2,2017-07,2017-11,24.88
ANZ_APT_PF_CAN_2,2017-07,2017-12,23.72
ANZ_APT_PF_CAN_2,2017-07,2018-01,14.84
ANZ_APT_PF_CAN_2,2017-07,2018-02,9.89
ANZ_APT_PF_CAN_2,2017-07,2018-03,12.94
ANZ_APT_PF_CAN_2,2017-07,2018-04,12.79
ANZ_APT_PF_CAN_2,2017-07,2018-05,12.37
ANZ_APT_PF_CAN_2,2017-07,2018-06,13.6
ANZ_APT_PF_CAN_2,2017-07,2018-07,12.37
ANZ_APT_PF_CAN_2,2017-07,2018-08,12.37
ANZ_APT_PF_CAN_2,2017-07,2018-09,12.37
ANZ_APT_PF_CAN_2,2017-07,2018-10,12.37
ANZ_APT_PF_CAN_2,2017-07,2018-11,14.19
ANZ_APT_PF_CAN_2,2017-07,2018-12,12.37
ANZ_APT_PF_CAN_2,2017-07,2019-01,11.22
ANZ_APT_PF_CAN_2,2017-07,2019-02,13.51
ANZ_APT_PF_CAN_2,2017-07,2019-03,12.94
ANZ_APT_PF_CAN_2,2017-07,2019-04,8.29
ANZ_APT_PF_CAN_2,2017-07,2019-05,7.87
ANZ_APT_PF_CAN_2,2017-07,2019-06,8.44
ANZ_APT_PF_CAN_2,2017-07,2019-07,7.87
ANZ_APT_PF_CAN_2,2017-07,2019-08,7.87
ANZ_APT_PF_CAN_2,2017-07,2019-09,7.87
ANZ_APT_PF_CAN_2,2017-07,2019-10,7.87
ANZ_APT_PF_CAN_2,2017-07,2019-11,11.17
